시도교육청코드,시도교육청명,표준학교코드,학교명,식사코드,식사명,급식일자,급식인원수,요리명,원산지정보,칼로리정보,영양정보,수정일
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20220316,810,잔치국수1.5.6.13.<br/>수육5.6.10.13.<br/>양념김치무침9.13.<br/>배추겉절이9.<br/>청포도푸딩,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,660.1 Kcal,탄수화물(g) : 100.9<br/>단백질(g) : 36.0<br/>지방(g) : 13.7<br/>비타민A(R.E) : 251.8<br/>티아민(mg) : 0.7<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 14.7<br/>칼슘(mg) : 237.0<br/>철분(mg) : 4.7,20220323
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20220315,810,가바쌀밥<br/>쇠고기미역국5.6.13.16.<br/>도토리묵무침5.6.<br/>베이컨계란말이1.5.6.10.<br/>배추김치9.<br/>딸기,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,492.3 Kcal,탄수화물(g) : 63.0<br/>단백질(g) : 22.0<br/>지방(g) : 17.5<br/>비타민A(R.E) : 146.3<br/>티아민(mg) : 0.2<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 49.2<br/>칼슘(mg) : 133.3<br/>철분(mg) : 3.7,20220322
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20220314,810,차수수밥<br/>한방닭곰탕5.6.13.15.<br/>실곤약채소무침5.6.<br/>가자미카레구이2.5.6.13.<br/>배추김치9.<br/>사과,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,558.6 Kcal,탄수화물(g) : 75.3<br/>단백질(g) : 33.7<br/>지방(g) : 16.7<br/>비타민A(R.E) : 140.1<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 13.3<br/>칼슘(mg) : 174.1<br/>철분(mg) : 4.0,20220321
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20220311,810,차조밥<br/>베이컨크림파스타1.2.5.6.10.13.<br/>돼지고기김치찌개5.6.9.10.13.<br/>달걀장조림1.5.6.13.<br/>오이소박이9.<br/>딸기,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,626.2 Kcal,탄수화물(g) : 89.3<br/>단백질(g) : 28.9<br/>지방(g) : 18.0<br/>비타민A(R.E) : 109.6<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 51.0<br/>칼슘(mg) : 193.8<br/>철분(mg) : 3.6,20220318
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20220310,810,율무밥<br/>냉이달래된장국5.6.13.<br/>옥수수치즈구이1.2.5.6.8.9.<br/>등갈비조림(바베큐)5.6.10.12.<br/>배추김치9.<br/>키위,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,660.7 Kcal,탄수화물(g) : 82.6<br/>단백질(g) : 33.1<br/>지방(g) : 23.6<br/>비타민A(R.E) : 117.5<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 54.5<br/>칼슘(mg) : 303.0<br/>철분(mg) : 6.1,20220317
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20220308,810,기장쌀밥<br/>버섯들깨수제비5.6.<br/>아몬드뮤즐리멸치볶음5.6.13.<br/>닭살바베큐훈제/야채샐러드1.5.6.13.15.18.<br/>배추김치9.<br/>딸바우유2.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,606.0 Kcal,탄수화물(g) : 75.1<br/>단백질(g) : 37.7<br/>지방(g) : 20.0<br/>비타민A(R.E) : 107.8<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 35.1<br/>칼슘(mg) : 174.3<br/>철분(mg) : 3.3,20220315
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20220307,810,검정쌀밥<br/>열무쇠고기국5.6.16.<br/>두부조림5.6.13.<br/>어묵잡채5.6.8.9.<br/>배추김치9.<br/>배,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,521.3 Kcal,탄수화물(g) : 77.3<br/>단백질(g) : 19.5<br/>지방(g) : 15.5<br/>비타민A(R.E) : 254.6<br/>티아민(mg) : 0.2<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 11.0<br/>칼슘(mg) : 164.8<br/>철분(mg) : 3.7,20220314
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20220304,810,가바쌀밥<br/>곤약어묵국5.6.8.9.18.<br/>시금치들깨가루무침<br/>함박스테이크(수제)1.5.6.10.16.<br/>배추김치9.<br/>함박스테이크소스(수제)2.5.6.12.13.<br/>파인애플,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,521.3 Kcal,탄수화물(g) : 76.2<br/>단백질(g) : 25.5<br/>지방(g) : 13.6<br/>비타민A(R.E) : 253.1<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 34.9<br/>칼슘(mg) : 130.1<br/>철분(mg) : 3.1,20220311
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20220303,810,쇠고기볶음밥5.6.16.<br/>유부된장국5.6.<br/>배추김치9.<br/>천혜향<br/>어흥케이크1.2.5.6.,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,551.6 Kcal,탄수화물(g) : 72.2<br/>단백질(g) : 16.3<br/>지방(g) : 18.9<br/>비타민A(R.E) : 79.8<br/>티아민(mg) : 0.2<br/>리보플라빈(mg) : 0.2<br/>비타민C(mg) : 36.3<br/>칼슘(mg) : 121.8<br/>철분(mg) : 2.9,20220310
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20220302,680,찰보리밥<br/>황태콩나물국5.6.9.13.<br/>간장순살찜닭25.6.13.15.18.<br/>달걀찜1.5.6.9.13.<br/>배추김치9.<br/>딸기,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,543.8 Kcal,탄수화물(g) : 72.8<br/>단백질(g) : 35.6<br/>지방(g) : 13.2<br/>비타민A(R.E) : 176.1<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 50.6<br/>칼슘(mg) : 188.5<br/>철분(mg) : 4.0,20220309
